timestamp,fps,left_conf,center_conf,right_conf,lane_width_m,lateral_error_m,heading_error_deg,curvature,lookahead_m,target_speed,actual_speed,steer_raw,steer_filtered,tracking_state,reconstruction_method
1786994990.792,0.0,0.888,0.778,0.627,0.4954,-0.0045,7.81,-0.00383,0.200,0.206,0.000,-0.3042,-0.2717,TRACKING,L+C+R_fused
1786994990.883,0.0,0.886,0.780,0.629,0.4957,-0.0046,7.72,-0.01234,0.199,0.231,0.000,-0.3060,-0.3049,TRACKING,L+C+R_fused
1786994990.912,0.0,0.885,0.780,0.627,0.4944,-0.0045,7.78,-0.00856,0.199,0.254,0.000,-0.3055,-0.3054,TRACKING,L+C+R_fused
1786994990.929,0.0,0.884,0.781,0.627,0.4942,-0.0046,7.68,-0.01496,0.199,0.276,0.000,-0.3066,-0.3021,TRACKING,L+C+R_fused
1786994990.945,0.0,0.880,0.781,0.627,0.4936,-0.0046,7.73,-0.01174,0.199,0.298,0.000,-0.3063,-0.2973,TRACKING,L+C+R_fused
1786994990.961,0.0,0.880,0.779,0.627,0.4937,-0.0046,7.73,-0.00947,0.199,0.318,0.000,-0.3054,-0.2921,TRACKING,L+C+R_fused
1786994990.982,0.0,0.881,0.779,0.627,0.4937,-0.0045,7.75,-0.00942,0.199,0.337,0.000,-0.3052,-0.2876,TRACKING,L+C+R_fused
1786994991.005,0.0,0.882,0.780,0.629,0.4937,-0.0045,7.80,-0.00610,0.199,0.355,0.000,-0.3048,-0.2831,TRACKING,L+C+R_fused
1786994991.029,0.0,0.882,0.779,0.629,0.4938,-0.0046,7.77,-0.00741,0.199,0.372,0.000,-0.3051,-0.2794,TRACKING,L+C+R_fused
1786994991.048,0.0,0.879,0.780,0.629,0.4935,-0.0046,7.75,-0.00893,0.199,0.389,0.000,-0.3055,-0.2760,TRACKING,L+C+R_fused
1786994991.068,0.0,0.879,0.780,0.629,0.4934,-0.0046,7.75,-0.00867,0.199,0.404,0.000,-0.3054,-0.2726,TRACKING,L+C+R_fused
1786994991.078,0.0,0.879,0.780,0.629,0.4935,-0.0046,7.74,-0.00906,0.199,0.419,0.000,-0.3055,-0.2693,TRACKING,L+C+R_fused
1786994991.094,0.0,0.888,0.781,0.630,0.4959,-0.0046,7.70,-0.01628,0.198,0.433,0.000,-0.3074,-0.2674,TRACKING,L+C+R_fused
1786994991.124,0.0,0.887,0.781,0.630,0.4956,-0.0046,7.72,-0.01535,0.198,0.446,0.000,-0.3072,-0.2645,TRACKING,L+C+R_fused
1786994991.132,0.0,0.882,0.781,0.630,0.4950,-0.0046,7.72,-0.01492,0.199,0.459,0.000,-0.3073,-0.2617,TRACKING,L+C+R_fused
1786994991.158,0.0,0.881,0.782,0.630,0.4949,-0.0046,7.71,-0.01496,0.199,0.471,0.000,-0.3076,-0.2592,TRACKING,L+C+R_fused
1786994991.165,0.0,0.880,0.781,0.630,0.4952,-0.0046,7.71,-0.01624,0.198,0.483,0.000,-0.3073,-0.2564,TRACKING,L+C+R_fused
1786994991.196,0.0,0.879,0.781,0.630,0.4950,-0.0045,7.71,-0.01598,0.198,0.493,0.000,-0.3071,-0.2538,TRACKING,L+C+R_fused
